,hit_id,worker,number_in_session,time_since_last_idea,content,previous_idea_index,similarity
0,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A13FUEPWBCLBUY,1,312.932,This device may be of good use to hunters out in the wild.  The device could positively identify specific game animals that the hunter are trying to locate and notify them.  This can save time and effort in their search.  The device could discern between the different types of animals that cross the sensors path.,-1,-1.0
1,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1CGDMOPDIC7EU,1,452.546,This technology could be used on doors so that it can unlock or open the door based on who is at the door. It could be trained to recognize a person and in turn it can unlock the door or open it based on whether that person is in it's database. This would be great when you are trying to get into your house and your hands are full. It would recognize that you belong in the house and it could open the door. ,-1,-1.0
2,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1CGDMOPDIC7EU,2,288.663,The could be used in the wilderness to track particular animals so that they can be counted and recorded. This could help researcher find out how many there could possible be in the wild and also it might be able to find new species. This could also help if tracking an endangered species to keep track of their numbers. It would be very helpful with it being weather resistant because it could potentially be in the wilderness for a long time. ,1,-0.058200228959321976
3,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1GD7ISOXO1XFZ,1,233.474,"Use the device as part of a home- or business-based alarm system where the motion of pets or humans could be programmed into the system to prevent false alarms. Other moving creatures, other than those programmed for ""ignore"" status would set off the alarm.",-1,-1.0
4,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1GD7ISOXO1XFZ,2,242.898,"The device could be used in a school situation to identify people moving through the halls who are not already programmed into the system. In this way, it might identify unwanted or unallowed visitors to the school who may present a danger.",3,0.0004265857860445976
5,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1GD7ISOXO1XFZ,3,261.894,"Hunters could use a series of the devices to ""stake out"" a hunting grounds and identify not only the presence of game, but the specific type of game in the area.",4,0.013906607404351234
6,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A1GD7ISOXO1XFZ,4,182.305,"The device could be used to analyze changes in motion exhibited by an individual for, for example, medical diagnostics. Similarly, the analysis could be used to optimize a particular motion for sports (throwing, swinging a bat, golf swing, running motion, etc.)",5,0.005732154008001089
7,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,1,98.225,Add in large buildings to monitor elevator use in order to find the fastest route to a place. For example screens on hospital walls showing real time data. ,-1,-1.0
8,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,2,169.086,Use them to control small robotic systems in a manufacturing place.,7,0.07718441635370255
9,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,3,88.066,Use them when hunting to find and locate small pray or bugs. ,8,0.016919689252972603
10,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,4,110.9,Use them for athletes to train and repeat exact movements of well timed/done plays.,9,0.0264712106436491
11,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,5,84.576,Give them to blind people and add a talking function. ,10,0.06495442241430283
12,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,6,466.499,Add them to sewers and waterways to view leaks or problems before they happen.,11,0.028050841763615608
13,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,7,172.79,Use the device for checking for termites. ,12,-0.026752382516860962
14,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,8,55.127,Track ant infestations from outside to in your home in order to eliminate the problem.,13,-0.0015086046187207103
15,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A20SL254675EOK,9,62.639,Attach the devices to cars in place of a gps to automate cars. ,14,0.013126353733241558
16,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A23KAJRDVCVGOE,1,242.666,"it can be used for a child, if a child is having problems at school like if someone is bullying them this tech can identify the movement of the other person the bully in this situation and it can collect the info and when the parents or the teacher need proof it will be in the form of the objects. So they know exactly what was going on if the person being bullied was hit or verbally abused or any other things. ",-1,-1.0
17,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A23KAJRDVCVGOE,2,147.008,"it can be used to put in public places like train stations, bus stations, airports. Parks and schools. It can easily recognize criminals and their patterns. If someone is wanted this technology will recognize them and alert the proper authorities. ",16,-0.017446404322981834
18,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A23KAJRDVCVGOE,3,186.351,It can be put on a baby right after they are born at the hospital. That way there would be no chance of another parent switching babies at birth or someone stealing your newborn. It will not cause any hard to the child. All it will do is be put on the arms or the legs in form of a strap or bracelet so that it wont and cant be easily cut or removed. It can be used as a tracking system.,17,-0.015596996992826462
19,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A23KAJRDVCVGOE,4,259.652,"can be used as a trap for speedster, not necessarily a trap but it will recognize people that speed in the same neighborhood all the time, not also in the same neighborhood but speeding in general. It will track their pattern and then it can also be modified to log their license plates so people like this can be apprehended and dealt with before they cause harm to the public with their aggressive behavior. ",18,0.07922402024269104
20,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A23KAJRDVCVGOE,5,102.291,"it can be used to follow endangered species, see where they are going and how many of them there are. If they are killing themselves or if there are poachers killing them so we know exactly why they are becoming extinct. ",19,-0.054649241268634796
21,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A248LF7KKHXZ14,1,83.984,Can help firefighters locate animals in a fire.,-1,-1.0
22,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A248LF7KKHXZ14,2,173.706,Can be used to track intruders at schools.,21,-0.047627318650484085
23,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,1,65.472,Place it in a department store to try and identify if people are shoplifting based on how they are moving.,-1,-1.0
24,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,10,82.457,Track movement patterns of babies to see if they might have developmental delays or disabilities.,36,-0.04175654798746109
25,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,11,70.921,Use it to identify fouls or false starts in sporting events.,24,0.046861618757247925
26,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,12,73.588,Use it to help actors better emulate the movement of the characters they're playing.,25,-0.09669582545757294
27,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,13,50.882,Help baseball pitchers refine their pitching technique.,26,-0.05856509134173393
28,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,14,64.17,Use the movement patterns as a password to enter a house.,27,-0.012085174210369587
29,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,2,111.043,Put it in a forest/habitat to try and detect species that are difficult to track and are in danger of extinction.,23,0.08162690699100494
30,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,3,72.153,Use it to analyze and improve the running form of track and field athletes.,29,0.05684767663478851
31,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,4,97.267,Use it to detect if people are lying based on how their face moves under questioning.,30,-0.025223970413208008
32,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,5,52.225,Use it to detect autism in young children based on their bodily movements.,31,0.008082886226475239
33,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,6,83.614,Help people improve their weightlifting form.,32,0.055015549063682556
34,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,7,83.788,Track the movement patterns of young athletes to identify ones who might be at higher risk of injury.,33,-0.04727986082434654
35,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,8,76.045,Track the movement patterns of people recovering from injury to more specifically tailor their rehabilitation protocol.,34,0.056099239736795425
36,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A272X64FOZFYLB,9,83.611,Identify movement patterns in feral animals acting strangely to see if they have rabies.,35,-0.04626411572098732
37,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,1,66.164,baby sleep/health monitor,-1,-1.0
38,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,2,33.544,police body camera,37,-0.00063841522205621
39,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,3,113.397,search and rescue operations,38,-0.0858742818236351
40,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,4,93.283,border patrol,39,-0.02406834252178669
41,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,5,286.403,can it see water moving underground? locate freshwater in drought areas,40,0.007076664827764034
42,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,6,60.855,help soldiers locate enemy combatants,41,0.046940676867961884
43,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,7,206.384,teddy bear nanny cam with alert functions,42,0.037904042750597
44,http://purl.org/innovonto/mturk/hit/3W1K7D6QSBOH1UYUK7LUEE9YB84BZP,http://purl.org/innovonto/mturk/worker/A2FZFVZYY4DJ7X,8,78.62,tech powered doggy door. Opens the door when it recognizes your pet,43,-0.03470506891608238
45,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2OO4PG3LBLP5I,1,164.795,Can be used to assist a person with night vision capabilities when walking or jogging in the dark.,-1,-1.0
46,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2OO4PG3LBLP5I,2,150.65,Can be used as a home monitoring alarm that warns you of intruders or suspicious moments when installed in home.,45,0.03611428663134575
47,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2OO4PG3LBLP5I,3,358.089,can be used in businesses to conduct security scans on customers when needed. Simply scan the customers body and confirm whether or not they are carrying weapons.,46,-0.062515988945961
48,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,1,187.046,Another use of the technology could be by police departments when they are monitoring activity of criminals. The technology could record activity and see if there are patterns and identify possible suspects.,-1,-1.0
49,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,2,200.427,Environmental agencies could use it to track damage done by severe weather and look for people who may have been trapped and injured.,48,-0.0964842289686203
50,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,3,140.731,Retail mall security could use to track foot traffic and if there are any suspicious individuals who may want to do harm to another person.,49,-0.07861478626728058
51,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,4,137.021,Corporations could use it to monitor remote automated tasks that need to be done by a certain deadline. ,50,0.022710824385285378
52,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,5,113.359,Employee security and access into a building with swiping badges no longer necessary.,51,0.039112579077482224
53,http://purl.org/innovonto/mturk/hit/337F8MIIMZK0EA7V1YYF0106J9440K,http://purl.org/innovonto/mturk/worker/A2RTJ6BDY0DZVZ,6,101.217,Airports can monitor flight patterns and if an airplane is where it should be.,52,0.0680450052022934
54,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,1,76.958,Can be used to reduce crime rate ,-1,-1.0
55,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,2,136.457,Radar sensor can be used by marine researchers,54,0.04518876597285271
56,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,3,1094.277,It will help the military in fighting war,55,0.04299822822213173
57,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,4,31.085,Can be used as a spy gadget,56,0.031130271032452583
58,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,5,356.006,Can be a great addition to the health sector,57,-0.0851648673415184
59,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XH3ANYM43OB9,6,65.18,"Can be used to study and measure heart rate, blood pressure ",58,0.07025337964296341
60,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,1,136.04,This technology could also be used to see where there could be trapped people either from a natural disaster or a house fire. I could help locate them by sensing movement.,-1,-1.0
61,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,2,160.145,It could be used in space on advanced telescopes to spot incoming large objects that could be potential threats to the planet.,60,-0.00011214776895940304
62,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,3,245.478,It could be used to follow vehicle and pedestrian paths in a city to help facility better designed structures and roads. The movement data could be used to help identify ways of decreasing traffic choke points or to monitor traffic flow through an intersection.,61,0.03989962860941887
63,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,4,210.291,It can be used by police in conjunction with police scanners to identify the type or size of the vehicle or object. This could aid in low light or inclement weather conditions.,62,0.01874706707894802
64,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,5,226.997,It could be used to trace activity beneath clothes. Could be used at airports to identify what people may be carrying on their person underneath their clothing.,63,-0.05516382306814194
65,http://purl.org/innovonto/mturk/hit/3DWGDA5POFBZFCBSHD32NWJT1L71VW,http://purl.org/innovonto/mturk/worker/A2XMFTY9WB05U6,6,105.57,It could be used to predict the direction of an object. If doing a scan of an animal that needs to be captured it may be able to compare it to the database and predict it's pattern thus making capture easier.,64,-0.06496334820985794
